"","X","periodo","nombre_region","toi","to","tp","td","Ocupados","Desocupados","FDT","PET","FFT","OI","sexo"
"216",216,"2023.DEF","O'Higgins",27.22,52,55.87,6.93,426982,31793,458775,821085,362310,116222,"Ambos sexos"
"217",217,"2023.EFM","O'Higgins",29.13,52.35,56.76,7.77,430263,36232,466495,821846,355351,125330,"Ambos sexos"
"218",218,"2023.FMA","O'Higgins",27.98,52.41,57.4,8.69,431173,41016,472189,822652,350463,120644,"Ambos sexos"
"219",219,"2023.MAM","O'Higgins",29.21,50.67,56.39,10.14,417244,47075,464319,823440,359121,121876,"Ambos sexos"
"220",220,"2023.AMJ","O'Higgins",28.32,50.03,56.27,11.1,412349,51476,463825,824234,360409,116759,"Ambos sexos"
"221",221,"2023.MJJ","O'Higgins",29.07,50.62,56.48,10.39,417620,48408,466028,825048,359020,121409,"Ambos sexos"
"222",222,"2023.JJA","O'Higgins",29.55,51.52,56.89,9.44,425461,44336,469797,825852,356055,125706,"Ambos sexos"
"223",223,"2020.JJA","Maule",23.82,44.89,50.35,10.85,409082,49792,458875,911371,452496,97452,"Ambos sexos"
"224",224,"2020.JAS","Maule",24.6,46.33,51.7,10.39,422625,49021,471646,912269,440623,103962,"Ambos sexos"
"225",225,"2020.ASO","Maule",27.17,47.95,53.17,9.82,437821,47694,485515,913171,427656,118936,"Ambos sexos"
"226",226,"2020.SON","Maule",28.35,49.77,55.16,9.77,454932,49269,504202,914065,409863,128974,"Ambos sexos"
"227",227,"2020.OND","Maule",29.67,51.77,56.11,7.73,473669,39689,513358,914979,401621,140543,"Ambos sexos"
"228",228,"2020.NDE","Maule",29.72,51.27,55.54,7.69,469554,39126,508680,915886,407206,139538,"Ambos sexos"
"229",229,"2021.DEF","Maule",29.67,50.45,54.29,7.07,462559,35190,497750,916807,419057,137227,"Ambos sexos"
"230",230,"2021.EFM","Maule",28.64,49.4,53.48,7.63,453345,37468,490814,917720,426906,129820,"Ambos sexos"
"231",231,"2021.FMA","Maule",28.6,48.91,52.55,6.92,449303,33419,482722,918625,435903,128514,"Ambos sexos"
"232",232,"2021.MAM","Maule",27.95,47.79,51.86,7.85,439482,37426,476908,919528,442620,122824,"Ambos sexos"
"233",233,"2021.AMJ","Maule",27.83,46.54,50.92,8.61,428356,40365,468721,920435,451714,119231,"Ambos sexos"
"234",234,"2021.MJJ","Maule",27.94,46.67,51.11,8.69,430010,40939,470949,921370,450421,120141,"Ambos sexos"
"235",235,"2021.JJA","Maule",29.89,47.61,51.36,7.32,439040,34662,473702,922242,448540,131213,"Ambos sexos"
"236",236,"2021.JAS","Maule",30.56,48.9,52.67,7.17,451389,34867,486256,923130,436874,137948,"Ambos sexos"
"237",237,"2021.ASO","Maule",30.89,49.79,53.08,6.18,460093,30327,490421,923982,433561,142131,"Ambos sexos"
"238",238,"2021.SON","Maule",29.34,50.65,53.77,5.8,468442,28839,497281,924805,427524,137450,"Ambos sexos"
"239",239,"2021.OND","Maule",29.74,52.81,55.4,4.68,488841,24015,512856,925682,412826,145376,"Ambos sexos"
"240",240,"2021.NDE","Maule",29.08,53.67,56.57,5.12,497295,26862,524157,926552,402395,144635,"Ambos sexos"
"241",241,"2022.DEF","Maule",30.01,54.33,56.98,4.65,503876,24580,528457,927381,398924,151202,"Ambos sexos"
"242",242,"2022.EFM","Maule",30.71,53.85,56.58,4.83,499844,25343,525187,928253,403066,153495,"Ambos sexos"
"243",243,"2022.FMA","Maule",31.46,53.59,56.37,4.94,497892,25892,523784,929131,405347,156652,"Ambos sexos"
"244",244,"2022.MAM","Maule",30.99,53.47,56.85,5.94,497246,31397,528643,929968,401325,154116,"Ambos sexos"
"245",245,"2022.AMJ","Maule",28.74,51.75,55.34,6.48,481756,33391,515148,930843,415695,138462,"Ambos sexos"
"246",246,"2022.MJJ","Maule",28.62,51.08,55.33,7.68,475951,39577,515528,931712,416184,136214,"Ambos sexos"
"247",247,"2022.JJA","Maule",29.13,50.56,54.68,7.53,471519,38400,509919,932541,422622,137373,"Ambos sexos"
"248",248,"2022.JAS","Maule",30.82,50.61,55.22,8.35,472409,43025,515434,933410,417976,145589,"Ambos sexos"
"249",249,"2022.ASO","Maule",31.49,50.5,54.42,7.2,471798,36598,508397,934272,425875,148558,"Ambos sexos"
"250",250,"2022.SON","Maule",30.7,51.38,55.9,8.08,480441,42260,522701,935122,412421,147485,"Ambos sexos"
"251",251,"2022.OND","Maule",31.07,54.01,57.91,6.74,505563,36524,542087,936005,393918,157094,"Ambos sexos"
"252",252,"2022.NDE","Maule",31.17,55.78,59.87,6.84,522579,38365,560944,936886,375942,162897,"Ambos sexos"
"253",253,"2023.DEF","Maule",31.81,55.96,59.75,6.34,524747,35534,560281,937736,377455,166922,"Ambos sexos"
"254",254,"2023.EFM","Maule",32.77,54.86,59.41,7.65,514923,42684,557607,938587,380980,168752,"Ambos sexos"
"255",255,"2023.FMA","Maule",32.34,53.51,58.47,8.48,502689,46596,549286,939478,390192,162567,"Ambos sexos"
"256",256,"2023.MAM","Maule",33.41,52.96,58.21,9.01,498006,49309,547315,940310,392995,166395,"Ambos sexos"
"257",257,"2023.AMJ","Maule",33.73,51.65,56.72,8.94,486157,47734,533891,941195,407304,163997,"Ambos sexos"
"258",258,"2023.MJJ","Maule",34.86,51.87,57.05,9.09,488641,48841,537482,942063,404581,170327,"Ambos sexos"
"259",259,"2023.JJA","Maule",33.39,52.09,57.47,9.36,491171,50716,541887,942946,401059,164015,"Ambos sexos"
"260",260,"2020.JJA","Biobío",21.16,43.78,48.8,10.3,589637,67706,657343,1346963,689620,124773,"Ambos sexos"
"261",261,"2020.JAS","Biobío",21.27,43.99,49.01,10.24,592831,67638,660469,1347720,687251,126096,"Ambos sexos"
"262",262,"2020.ASO","Biobío",22.14,44.48,49.67,10.45,599741,70016,669757,1348457,678700,132778,"Ambos sexos"
"263",263,"2020.SON","Biobío",23.2,44.89,50.18,10.55,605637,71397,677034,1349246,672212,140520,"Ambos sexos"
"264",264,"2020.OND","Biobío",23.76,44.84,49.98,10.3,605274,69470,674744,1349989,675245,143807,"Ambos sexos"
"265",265,"2020.NDE","Biobío",23.77,45.63,50.65,9.91,616396,67823,684219,1350803,666584,146496,"Ambos sexos"
"266",266,"2021.DEF","Biobío",23.95,45.91,51.03,10.04,620463,69270,689734,1351542,661808,148579,"Ambos sexos"
"267",267,"2021.EFM","Biobío",25.23,46.24,51.05,9.44,625227,65148,690375,1352273,661898,157746,"Ambos sexos"
"268",268,"2021.FMA","Biobío",24.67,46,50.35,8.64,622373,58864,681237,1353053,671816,153539,"Ambos sexos"
"269",269,"2021.MAM","Biobío",24.89,46.31,50.02,7.42,627009,50243,677252,1353829,676577,156050,"Ambos sexos"
"270",270,"2021.AMJ","Biobío",24.97,46.26,49.9,7.3,626639,49322,675960,1354575,678615,156459,"Ambos sexos"
"271",271,"2021.MJJ","Biobío",25.47,46.79,50.63,7.58,634174,51987,686161,1355331,669170,161545,"Ambos sexos"
"272",272,"2021.JJA","Biobío",25.47,47.18,51.31,8.06,639829,56064,695893,1356136,660243,162980,"Ambos sexos"
"273",273,"2021.JAS","Biobío",25.37,47.18,51.48,8.36,640118,58426,698544,1356882,658338,162377,"Ambos sexos"
"274",274,"2021.ASO","Biobío",25.8,48.04,52.25,8.06,652209,57186,709395,1357584,648189,168290,"Ambos sexos"
"275",275,"2021.SON","Biobío",24.79,48.17,52.14,7.62,654290,53984,708274,1358335,650061,162225,"Ambos sexos"
"276",276,"2021.OND","Biobío",24.88,48.4,51.8,6.57,657773,46225,703999,1359046,655047,163671,"Ambos sexos"
"277",277,"2021.NDE","Biobío",25.63,48.52,52.46,7.51,659770,53539,713309,1359799,646490,169105,"Ambos sexos"
"278",278,"2022.DEF","Biobío",25.65,48.77,52.51,7.12,663475,50878,714353,1360502,646149,170164,"Ambos sexos"
"279",279,"2022.EFM","Biobío",24.79,49.06,53.48,8.25,667888,60067,727955,1361264,633309,165560,"Ambos sexos"
"280",280,"2022.FMA","Biobío",24.08,49.09,53.06,7.49,668598,54151,722748,1362042,639294,160972,"Ambos sexos"
"281",281,"2022.MAM","Biobío",24.99,50.02,54.11,7.56,681663,55766,737430,1362752,625322,170363,"Ambos sexos"
"282",282,"2022.AMJ","Biobío",24.78,50.18,54.07,7.2,684187,53053,737239,1363466,626227,169542,"Ambos sexos"
"283",283,"2022.MJJ","Biobío",24.67,50.05,53.86,7.08,682789,51996,734786,1364186,629400,168412,"Ambos sexos"
"284",284,"2022.JJA","Biobío",24.33,49.83,53.7,7.21,680175,52853,733028,1364927,631899,165464,"Ambos sexos"
"285",285,"2022.JAS","Biobío",25.71,50.09,53.73,6.77,684026,49679,733706,1365602,631896,175836,"Ambos sexos"
"286",286,"2022.ASO","Biobío",26.27,50.69,54.38,6.79,692564,50452,743016,1366340,623324,181906,"Ambos sexos"
"287",287,"2022.SON","Biobío",27.14,50.75,54.16,6.3,693793,46615,740408,1367029,626621,188304,"Ambos sexos"
"288",288,"2022.OND","Biobío",26.88,51.51,55.25,6.78,704517,51223,755740,1367744,612004,189383,"Ambos sexos"
"289",289,"2022.NDE","Biobío",27.36,50.9,54.6,6.77,696546,50570,747115,1368449,621334,190595,"Ambos sexos"
"290",290,"2023.DEF","Biobío",26.95,50.38,54.15,6.97,689785,51646,741431,1369121,627690,185892,"Ambos sexos"
"291",291,"2023.EFM","Biobío",27.66,49.83,53.73,7.26,682626,53419,736045,1369869,633824,188827,"Ambos sexos"
"292",292,"2023.FMA","Biobío",27.75,50.03,54.17,7.64,685670,56748,742418,1370591,628173,190303,"Ambos sexos"
"293",293,"2023.MAM","Biobío",27.99,50.26,54.72,8.15,689148,61148,750295,1371240,620945,192921,"Ambos sexos"
"294",294,"2023.AMJ","Biobío",26.7,50.35,54.88,8.25,690745,62138,752883,1371969,619086,184432,"Ambos sexos"
"295",295,"2023.MJJ","Biobío",26.4,50,54.51,8.27,686267,61908,748174,1372654,624480,181172,"Ambos sexos"
"296",296,"2023.JJA","Biobío",26.04,49.92,54.64,8.64,685605,64821,750426,1373351,622925,178536,"Ambos sexos"
"297",297,"2020.JJA","Araucanía",28.45,39.67,45.52,12.84,322145,47460,369605,812030,442425,91639,"Ambos sexos"
"298",298,"2020.JAS","Araucanía",30.99,40.28,45.39,11.26,327262,41508,368769,812530,443761,101427,"Ambos sexos"
"299",299,"2020.ASO","Araucanía",31.9,41.24,46.05,10.44,335271,39089,374359,813013,438654,106960,"Ambos sexos"
"300",300,"2020.SON","Araucanía",31.56,40.62,44.99,9.7,330497,35497,365994,813544,447550,104302,"Ambos sexos"
"301",301,"2020.OND","Araucanía",29.94,41.18,45.29,9.08,335218,33460,368678,814100,445422,100361,"Ambos sexos"
"302",302,"2020.NDE","Araucanía",29.74,43,46.88,8.28,350259,31602,381862,814613,432751,104168,"Ambos sexos"
"303",303,"2021.DEF","Araucanía",29.59,45.1,48.97,7.9,367658,31552,399210,815145,415935,108790,"Ambos sexos"
"304",304,"2021.EFM","Araucanía",31.02,44.29,47.97,7.67,361232,30028,391260,815653,424393,112037,"Ambos sexos"
"305",305,"2021.FMA","Araucanía",30.35,43.6,47.64,8.48,355809,32986,388795,816167,427372,107975,"Ambos sexos"
"306",306,"2021.MAM","Araucanía",29.57,42.67,46.6,8.43,348514,32087,380601,816710,436109,103054,"Ambos sexos"
"307",307,"2021.AMJ","Araucanía",28.33,41.98,45.97,8.68,343031,32622,375653,817213,441560,97182,"Ambos sexos"
"308",308,"2021.MJJ","Araucanía",29.87,42.57,46.25,7.94,348140,30045,378185,817755,439570,103990,"Ambos sexos"
"309",309,"2021.JJA","Araucanía",30.41,43.14,46.66,7.54,352968,28802,381769,818262,436493,107346,"Ambos sexos"
"310",310,"2021.JAS","Araucanía",33.02,44.36,47.75,7.09,363200,27726,390927,818752,427825,119933,"Ambos sexos"
"311",311,"2021.ASO","Araucanía",34.08,45.37,48.58,6.61,371679,26307,397986,819258,421272,126656,"Ambos sexos"
"312",312,"2021.SON","Araucanía",34.83,46.75,49.74,6.01,383271,24490,407761,819757,411996,133504,"Ambos sexos"
"313",313,"2021.OND","Araucanía",34.12,48.39,50.93,5,396900,20886,417786,820274,402488,135441,"Ambos sexos"
"314",314,"2021.NDE","Araucanía",33.67,48.92,51.6,5.21,401480,22057,423537,820770,397233,135196,"Ambos sexos"
"315",315,"2022.DEF","Araucanía",34.48,49.6,52.99,6.41,407321,27878,435199,821231,386032,140444,"Ambos sexos"
"316",316,"2022.EFM","Araucanía",35.76,49.22,53.02,7.16,404477,31173,435651,821704,386053,144655,"Ambos sexos"
"317",317,"2022.FMA","Araucanía",36.96,49.61,53.93,8.02,407914,35571,443485,822260,378775,150780,"Ambos sexos"
"318",318,"2022.MAM","Araucanía",36.83,49.85,54.09,7.84,410172,34901,445073,822772,377699,151073,"Ambos sexos"
"319",319,"2022.AMJ","Araucanía",34.76,49.15,53.51,8.14,404613,35850,440463,823202,382739,140662,"Ambos sexos"
"320",320,"2022.MJJ","Araucanía",33.79,48.48,52.5,7.67,399305,33166,432471,823714,391243,134916,"Ambos sexos"
"321",321,"2022.JJA","Araucanía",35.16,48.57,52.59,7.65,400268,33173,433441,824186,390745,140752,"Ambos sexos"
"322",322,"2022.JAS","Araucanía",37.02,48.6,52.9,8.13,400840,35454,436295,824701,388406,148376,"Ambos sexos"
"323",323,"2022.ASO","Araucanía",37.9,49.75,54.51,8.73,410561,39256,449817,825187,375370,155618,"Ambos sexos"
"324",324,"2022.SON","Araucanía",36.82,50.15,54.81,8.49,414095,38441,452536,825672,373136,152456,"Ambos sexos"
"325",325,"2022.OND","Araucanía",36.77,50.73,55.13,7.99,419090,36377,455466,826158,370692,154094,"Ambos sexos"
"326",326,"2022.NDE","Araucanía",35.18,50.48,54.4,7.2,417287,32383,449671,826642,376971,146799,"Ambos sexos"
"327",327,"2023.DEF","Araucanía",35.31,50.58,54.52,7.22,418394,32572,450966,827117,376151,147750,"Ambos sexos"
"328",328,"2023.EFM","Araucanía",34.53,51.16,55.22,7.35,423443,33611,457054,827626,370572,146220,"Ambos sexos"
"329",329,"2023.FMA","Araucanía",36.17,51.8,55.72,7.03,428982,32417,461399,828141,366742,155179,"Ambos sexos"
"330",330,"2023.MAM","Araucanía",34.69,50.87,54.71,7.02,421537,31836,453372,828628,375256,146230,"Ambos sexos"
"331",331,"2023.AMJ","Araucanía",35.62,49.82,53.73,7.28,413074,32433,445507,829092,383585,147132,"Ambos sexos"
"332",332,"2023.MJJ","Araucanía",34.9,49.89,53.97,7.56,413921,33845,447766,829603,381837,144472,"Ambos sexos"
"333",333,"2023.JJA","Araucanía",35.49,50.05,54.32,7.86,415447,35462,450910,830066,379156,147436,"Ambos sexos"
"334",334,"2020.JJA","Los Lagos",23.53,42.6,47.6,10.5,305468,35821,341289,717041,375752,71888,"Ambos sexos"
"335",335,"2020.JAS","Los Lagos",23.25,43.1,46.23,6.77,309345,22453,331797,717662,385865,71916,"Ambos sexos"
"336",336,"2020.ASO","Los Lagos",24.4,44.1,45.87,3.87,316781,12751,329532,718331,388799,77305,"Ambos sexos"
"337",337,"2020.SON","Los Lagos",26.55,44.35,45.73,3,318895,9864,328760,718973,390213,84681,"Ambos sexos"
"338",338,"2020.OND","Los Lagos",27.47,43.69,45.22,3.37,314433,10960,325392,719648,394256,86366,"Ambos sexos"
"339",339,"2020.NDE","Los Lagos",26.29,45.47,47.21,3.69,327493,12562,340055,720292,380237,86090,"Ambos sexos"
"340",340,"2021.DEF","Los Lagos",24.34,46.57,48.4,3.79,335706,13209,348914,720933,372019,81699,"Ambos sexos"
"341",341,"2021.EFM","Los Lagos",26.07,47.46,49.39,3.9,342446,13904,356350,721552,365202,89287,"Ambos sexos"
"342",342,"2021.FMA","Los Lagos",26.19,46.56,48.35,3.69,336288,12871,349159,722196,373037,88080,"Ambos sexos"
"343",343,"2021.MAM","Los Lagos",27.49,45.65,47.67,4.24,329980,14622,344602,722839,378237,90707,"Ambos sexos"
"344",344,"2021.AMJ","Los Lagos",24.98,44.74,46.5,3.8,323684,12787,336470,723516,387046,80846,"Ambos sexos"
"345",345,"2021.MJJ","Los Lagos",25.86,44.81,46.65,3.93,324517,13275,337792,724139,386347,83925,"Ambos sexos"
"346",346,"2021.JJA","Los Lagos",25.93,45,46.59,3.41,326128,11522,337649,724725,387076,84576,"Ambos sexos"
"347",347,"2021.JAS","Los Lagos",26.71,45.44,46.85,3.03,329544,10282,339826,725304,385478,88029,"Ambos sexos"
"348",348,"2021.ASO","Los Lagos",27.16,45.28,46.56,2.75,328728,9280,338008,725914,387906,89269,"Ambos sexos"
"349",349,"2021.SON","Los Lagos",27.33,45.75,47.01,2.69,332366,9174,341540,726497,384957,90839,"Ambos sexos"
"350",350,"2021.OND","Los Lagos",27.58,45.42,47.06,3.5,330234,11964,342198,727090,384892,91088,"Ambos sexos"
"351",351,"2021.NDE","Los Lagos",29.34,44.83,46.21,2.97,326222,10002,336224,727648,391424,95714,"Ambos sexos"
"352",352,"2022.DEF","Los Lagos",29.69,45.06,46.49,3.06,328188,10345,338532,728258,389726,97430,"Ambos sexos"
"353",353,"2022.EFM","Los Lagos",29.76,46.15,47.33,2.48,336394,8548,344942,728846,383904,100120,"Ambos sexos"
"354",354,"2022.FMA","Los Lagos",27.91,47.58,49.31,3.52,347031,12671,359702,729422,369720,96851,"Ambos sexos"
"355",355,"2022.MAM","Los Lagos",27.25,47.48,49.27,3.62,346637,13008,359645,729999,370354,94457,"Ambos sexos"
"356",356,"2022.AMJ","Los Lagos",25.77,48.18,50.54,4.66,351987,17222,369210,730601,361391,90704,"Ambos sexos"
"357",357,"2022.MJJ","Los Lagos",25.68,48.5,50.88,4.68,354601,17397,371998,731180,359182,91050,"Ambos sexos"
"358",358,"2022.JJA","Los Lagos",27.09,47.78,50.57,5.52,349647,20416,370063,731798,361735,94715,"Ambos sexos"
"359",359,"2022.JAS","Los Lagos",29.02,46.37,48.61,4.61,339633,16405,356039,732373,376334,98562,"Ambos sexos"
"360",360,"2022.ASO","Los Lagos",29.05,46.17,48.31,4.43,338448,15688,354137,733031,378894,98316,"Ambos sexos"
"361",361,"2022.SON","Los Lagos",28.81,45.63,47.46,3.86,334781,13430,348211,733652,385441,96442,"Ambos sexos"
"362",362,"2022.OND","Los Lagos",29.02,46.15,47.89,3.65,338839,12825,351664,734276,382612,98326,"Ambos sexos"
"363",363,"2022.NDE","Los Lagos",30.53,46.81,48.42,3.31,344032,11776,355808,734899,379091,105049,"Ambos sexos"
"364",364,"2023.DEF","Los Lagos",29.19,47.21,49.04,3.74,347260,13501,360761,735588,374827,101363,"Ambos sexos"
"365",365,"2023.EFM","Los Lagos",29.14,48.33,50.43,4.16,355773,15455,371228,736183,364955,103668,"Ambos sexos"
"366",366,"2023.FMA","Los Lagos",27.59,48.48,50.8,4.58,357179,17160,374340,736822,362482,98543,"Ambos sexos"
"367",367,"2023.MAM","Los Lagos",28.66,50.31,52.57,4.3,370972,16664,387636,737438,349802,106319,"Ambos sexos"
"368",368,"2023.AMJ","Los Lagos",28.26,48.86,51.12,4.41,360659,16631,377290,738076,360786,101937,"Ambos sexos"
"369",369,"2023.MJJ","Los Lagos",28.38,47.67,49.86,4.38,352170,16150,368320,738708,370388,99960,"Ambos sexos"
"370",370,"2023.JJA","Los Lagos",28.27,46.71,48.68,4.04,345389,14560,359949,739384,379435,97655,"Ambos sexos"
"371",371,"2020.JJA","Aysén",29.88,63.62,69.68,8.71,53432,5096,58528,83990,25462,15965,"Ambos sexos"
"372",372,"2020.JAS","Aysén",31.75,63.74,68.32,6.7,53577,3846,57423,84055,26632,17009,"Ambos sexos"
"373",373,"2020.ASO","Aysén",29.98,63.1,67.32,6.27,53075,3552,56628,84119,27491,15910,"Ambos sexos"
"374",374,"2020.SON","Aysén",28.97,62.22,66.75,6.79,52369,3813,56182,84165,27983,15169,"Ambos sexos"
"375",375,"2020.OND","Aysén",29.07,63.21,67.31,6.1,53242,3457,56699,84232,27533,15480,"Ambos sexos"
"376",376,"2020.NDE","Aysén",30.6,64.72,68.01,4.85,54549,2778,57327,84289,26962,16692,"Ambos sexos"
"377",377,"2021.DEF","Aysén",30.78,63.89,67.83,5.81,53899,3325,57224,84359,27135,16589,"Ambos sexos"
"378",378,"2021.EFM","Aysén",30.92,64.07,67.68,5.34,54089,3050,57139,84420,27281,16723,"Ambos sexos"
"379",379,"2021.FMA","Aysén",30.38,64.38,69.12,6.86,54384,4006,58391,84478,26087,16522,"Ambos sexos"
"380",380,"2021.MAM","Aysén",31.11,65.47,69.58,5.9,55350,3471,58821,84540,25719,17219,"Ambos sexos"
"381",381,"2021.AMJ","Aysén",31.1,62.76,66.86,6.14,53095,3475,56570,84603,28033,16510,"Ambos sexos"
"382",382,"2021.MJJ","Aysén",32.76,63.03,65.54,3.82,53367,2121,55488,84665,29177,17483,"Ambos sexos"
"383",383,"2021.JJA","Aysén",33.76,63.48,65.89,3.66,53780,2044,55824,84717,28893,18156,"Ambos sexos"
"384",384,"2021.JAS","Aysén",32.38,65.51,67.79,3.38,55527,1940,57467,84768,27301,17980,"Ambos sexos"
"385",385,"2021.ASO","Aysén",30.79,65.94,68.51,3.76,55929,2182,58112,84819,26707,17221,"Ambos sexos"
"386",386,"2021.SON","Aysén",30.2,65.94,68.29,3.43,55963,1989,57952,84867,26915,16901,"Ambos sexos"
"387",387,"2021.OND","Aysén",32.02,65.74,67.93,3.21,55843,1854,57697,84940,27243,17880,"Ambos sexos"
"388",388,"2021.NDE","Aysén",31.21,64.9,67.36,3.64,55168,2086,57253,85000,27747,17216,"Ambos sexos"
"389",389,"2022.DEF","Aysén",30.25,63.75,66.52,4.17,54220,2359,56579,85053,28474,16402,"Ambos sexos"
"390",390,"2022.EFM","Aysén",30.34,64.77,68.22,5.06,55120,2935,58054,85104,27050,16723,"Ambos sexos"
"391",391,"2022.FMA","Aysén",31.8,65.44,69.44,5.76,55730,3407,59137,85161,26024,17721,"Ambos sexos"
"392",392,"2022.MAM","Aysén",31.75,66.86,71.47,6.45,56971,3930,60901,85211,24310,18087,"Ambos sexos"
"393",393,"2022.AMJ","Aysén",30.42,67.88,72.41,6.26,57880,3862,61742,85270,23528,17607,"Ambos sexos"
"394",394,"2022.MJJ","Aysén",30.63,68.21,72.49,5.9,58208,3647,61855,85334,23479,17832,"Ambos sexos"
"395",395,"2022.JJA","Aysén",31.96,68.53,72,4.82,58525,2964,61489,85406,23917,18704,"Ambos sexos"
"396",396,"2022.JAS","Aysén",32.08,68.41,71.72,4.61,58467,2826,61292,85459,24167,18754,"Ambos sexos"
"397",397,"2022.ASO","Aysén",30.49,68.4,71.44,4.26,58492,2605,61097,85521,24424,17832,"Ambos sexos"
"398",398,"2022.SON","Aysén",30.17,69.64,72.9,4.47,59593,2785,62378,85569,23191,17978,"Ambos sexos"
"399",399,"2022.OND","Aysén",31.11,70.54,73.34,3.81,60400,2393,62793,85621,22828,18788,"Ambos sexos"
"400",400,"2022.NDE","Aysén",31.77,70.84,73.78,3.98,60697,2518,63216,85678,22462,19282,"Ambos sexos"
"401",401,"2023.DEF","Aysén",29.93,69.71,72.62,4.01,59778,2498,62276,85751,23475,17889,"Ambos sexos"
"402",402,"2023.EFM","Aysén",30.94,69.51,72.71,4.39,59642,2740,62382,85800,23418,18451,"Ambos sexos"
"403",403,"2023.FMA","Aysén",31.1,69.16,72.62,4.76,59393,2970,62363,85874,23511,18471,"Ambos sexos"
"404",404,"2023.MAM","Aysén",31.62,68.62,72.58,5.45,58962,3400,62362,85927,23565,18642,"Ambos sexos"
"405",405,"2023.AMJ","Aysén",30.15,66.59,71.24,6.53,57255,3999,61253,85985,24732,17260,"Ambos sexos"
"406",406,"2023.MJJ","Aysén",28.88,66.15,70.92,6.72,56918,4098,61016,86038,25022,16440,"Ambos sexos"
"407",407,"2023.JJA","Aysén",30.2,66.65,71.27,6.49,57380,3980,61360,86098,24738,17331,"Ambos sexos"
"408",408,"2020.JJA","Magallanes",15.73,51.88,56.9,8.83,75774,7338,83112,146067,62955,11917,"Ambos sexos"
"409",409,"2020.JAS","Magallanes",14.62,52.98,57.47,7.81,77457,6562,84019,146199,62180,11327,"Ambos sexos"
"410",410,"2020.ASO","Magallanes",14.79,53.17,57.59,7.68,77811,6477,84288,146350,62062,11505,"Ambos sexos"
